,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
651,I baked more than 80 cookies for the Christmas party., I baked many cookies for the Christmas party.,"[-1.9959776  -3.3186793   0.5919517  ... -4.9669857   0.28865093
  2.2044353 ]","[-2.2192361  -0.73626256  1.071073   ... -5.4129725   0.7764758
  3.2029486 ]"
652,She has read well over 100 books this year., She has read a vast number of books this year.,"[-2.4535964  -2.057374   -0.00961128 ... -0.99311733 -0.95332426
  3.8630137 ]","[-2.936866    0.13101515  1.3059818  ... -1.5014472  -0.7674908
  2.9848921 ]"
653,He wrote close to 350 pages of his dissertation., He wrote a substantial amount of his dissertation.,"[-2.1114752  -1.547135   -0.08104225 ... -1.3785403   2.691972
  1.1586463 ]","[-1.2654902  -0.12641889  0.23741412 ... -1.7780228   2.8164153
  0.2618419 ]"
654,More than 90 cars were parked in the parking garage., Numerous cars were parked in the parking garage.,"[-3.539853   -3.6807814   0.34347552 ...  0.81105167 -2.5211372
  0.67809606]","[-3.862588   -2.9264627  -0.23051442 ...  0.48671257 -2.8931384
  1.6324286 ]"
655,I saw at least 80 squirrels gathering nuts., I saw many squirrels gathering nuts.,"[-2.7155316  -4.408657    0.4634924  ... -2.4233687   0.46673664
  1.6894636 ]","[-2.225168   -1.5282243   0.5992284  ... -3.1524887   0.49916482
  0.85922027]"
656,She collected nearly 200 stamps., She has an incredibly extensive stamp collection.,"[-0.1890405  -0.07807316  0.5787575  ...  1.0176947   1.6040137
  2.2935438 ]","[ 0.20181388  0.29188803  1.0784619  ... -0.35620895 -2.424499
  2.1630154 ]"
657,He planted approximately 160 trees in the park., He planted a large number of trees in the park.,"[-1.8728548  -1.2554296   0.67319417 ... -0.6400964  -0.21813409
  1.5749294 ]","[ 0.18113422  2.9285042   0.62251806 ... -0.4294968   0.8918352
  1.0554649 ]"
658,Over 800 people attended the conference., A huge crowd attended the conference.,"[-3.6814392  -3.3012004   0.99874115 ... -0.04833106 -0.58510894
  2.1842299 ]","[-3.1603067   0.48490864 -0.23783493 ...  0.8068499  -0.10853056
  3.8370895 ]"
659,I answered at least 90 questions correctly on the exam., I aced the exam.,"[-2.7211852  -1.0498536  -0.20887797 ... -2.0502627  -1.2016346
  1.226501  ]","[ 1.0124723   5.1624236   0.86193854 ... -2.6160424  -0.22003245
  2.4232275 ]"
660,She baked around 140 cupcakes for the sale., She baked a large quantity of cupcakes for the sale.,"[-2.0473535  -3.5712292   0.91186094 ... -2.1022294  -1.6588436
  2.6190598 ]","[-1.0176084  -0.07321265  0.88560236 ... -2.9172907  -1.9181691
  2.7229578 ]"
661,He spent over 70 hours working on the project., He devoted countless hours to the project.,"[-0.6665466  -0.73557544 -0.19533499 ...  0.47261444  1.444746
  1.4924012 ]","[-0.2228761   2.068257   -0.63926643 ...  1.0517503   0.39750746
  1.4418811 ]"
662,There were nearly 400 stars visible in the clear night sky., Countless stars were visible in the clear night sky.,"[-4.263464   -3.8450902   0.76602554 ... -0.50352836 -1.5390285
  0.88470215]","[-2.813391   -1.4006547   1.013981   ... -0.2889028  -1.7824496
 -0.37610742]"
663,I bought more than 25 pairs of shoes this year., I bought many pairs of shoes this year.,"[-1.57983    -2.2987528   1.2295512  ... -1.9429052   0.30163747
  1.843028  ]","[-1.7806157  -2.0482304   1.1929277  ... -2.3256752  -0.15119508
  1.8821185 ]"
664,She wrote over 60 poems., She wrote a significant number of poems.,"[-0.9590472  -1.1527916  -0.24820179 ... -1.4033048  -0.22479403
  1.6154915 ]","[ 0.18174566  0.30285785 -0.40811634 ... -2.083869    0.700275
  0.90942925]"
665,He planted approximately 50 flowers., He planted a number of flowers.,"[-1.587307    1.1362251   1.316428   ...  0.22529532 -0.44529834
  1.9338052 ]","[ 0.4147746   2.1030762   1.3822201  ... -0.80018574 -0.91136175
  1.4848541 ]"
666,There were close to 450 students at the assembly., Many students attended the assembly.,"[-4.6677585  -4.11478     0.56605476 ...  0.18946236 -1.2998269
  3.1386518 ]","[-4.0257154   0.6122092   0.12950476 ...  0.9580095  -2.6834695
  4.188348  ]"
667,I have 18 dogs., I have a very large number of dogs.,"[-0.90919095 -3.8737342  -0.25467935 ... -1.0094717  -1.4032906
  2.1115685 ]","[-0.6246973  -2.573299    0.36432672 ... -0.05922438 -1.372312
  0.9208625 ]"
668,She read at least 80 books last year., She read many books last year.,"[-2.8951337  -0.84375286  0.6943621  ... -2.0200875  -0.90812457
  3.9183738 ]",[-2.8021111  1.2647182  1.5669625 ... -3.2939303 -1.3279792  3.4681697]
669,He wrote over 70 essays., He wrote numerous essays.,"[-1.76425    -1.0997921  -0.49667108 ... -2.085468    1.301174
  1.0068866 ]","[-1.4043745   2.8036752  -0.77150965 ... -2.4924793   1.9755437
  1.7546183 ]"
670,There were approximately 450 chairs in the auditorium., There were plenty of chairs in the auditorium.,"[-5.0188913  -4.9197297   0.32033935 ...  0.54954356 -0.01644259
  1.2595297 ]",[-4.22725   -5.4035993  0.650293  ...  0.5103961  1.0287702  2.6397495]
671,I ate more than 60 slices of pizza., I ate a huge amount of pizza.,"[-2.8340595   0.08408818  2.148983   ... -2.6570368   1.2323273
  2.8148973 ]",[-2.7327936  1.0945381  2.2503617 ... -1.8127971  1.01187    2.3336377]
672,She drank over 45 cups of coffee., She drank an excessive amount of coffee.,[-2.7901244  0.2381976  3.2674527 ... -2.6249158  1.2832342  5.228445 ],[-1.7838277  2.5060797  3.2567391 ... -2.9477696  2.7119472  5.156188 ]
673,He spent about 85 hours working this week., He worked incredibly long hours this week.,"[ 0.5509408  -1.8619374   0.8267695  ...  0.55240476  1.9542309
  1.3771005 ]","[ 0.27858266 -2.060799    0.8688867  ... -0.86431354 -0.23856792
  4.0794744 ]"
674,There are roughly 350 houses in this neighborhood., There are many houses in this neighborhood.,"[-2.7911584  -6.7320504   1.1518164  ...  0.03940843 -1.4197459
  0.89394164]","[-2.5480306  -4.4212337   1.354307   ...  0.40517598 -1.7368351
  2.060585  ]"
675,I own at least 45 pens., I have many pens.,"[-0.6661742  -3.2487793   0.73234165 ... -1.9624985  -1.1568143
  1.7914081 ]",[-1.3802323  2.1364431  1.359572  ... -0.9311024 -1.3963549  1.7822056]
676,She bought close to 70 dresses., She bought a lot of dresses.,"[-0.29945764 -0.51193964  1.0830038  ... -0.34677044  1.2059121
  3.12162   ]","[ 0.53271574  0.72801906  0.5896503  ... -0.959486   -1.1693487
  2.0126312 ]"
677,He read approximately 80 articles., He read many articles.,"[-1.6779613  -0.06162548  0.33237574 ... -1.2334883   1.6105354
  2.7431931 ]","[-2.2879367   2.1965537   0.62965    ... -2.2567058   0.74286985
  3.490947  ]"
678,There are around 400 apples in the orchard., There are many apples in the orchard.,[-2.7872162 -4.7512083  0.9248052 ... -1.5320822 -1.1554996 -1.4767683],"[-0.28273723 -1.0413442   0.26237327 ... -2.3181129  -1.0623449
 -1.487157  ]"
679,I ate nearly 40 slices of bread., I ate a large amount of bread.,"[-3.276563   -0.7006265   1.740894   ... -1.5684011   0.20313008
  1.7839348 ]",[-2.3301494  1.4547353  2.251196  ... -1.1817427  0.5735494  1.9863343]
680,She drank close to 45 cups of tea., She drank a lot of tea.,[-2.007136   0.5402655  3.3433573 ... -1.4180459  1.7833232  4.1825657],"[-1.4772408   2.2656198   3.5739484  ... -2.5396533   0.76609707
  3.9856288 ]"
681,He wrote over 80 songs., He has written numerous songs.,"[-1.307672   -0.73056585 -1.198847   ... -2.0937915   2.4444478
  1.1031666 ]",[-1.2498859  2.6930501 -1.0081774 ... -1.2808903  1.1042742  2.8135483]
682,There were approximately 200 birds singing., Many birds were singing.,[-3.9564052 -1.8732193  0.452612  ... -1.1828129 -0.6740338  1.1397765],"[-1.3577664   0.8880396   1.0635846  ... -1.9136362  -0.30097422
  1.5538945 ]"
683,I have more than 35 cats., I have a large number of cats.,[-1.4301475 -3.1789775  0.5959122 ... -1.101237  -0.7659149  2.1222289],"[ 0.11582384 -1.8320861   0.93594396 ... -0.4005334  -1.5611211
  1.6723175 ]"
684,She bought about 60 pairs of socks., She bought a large number of pairs of socks.,[-1.0006456  0.7907082  2.4142535 ... -1.0351511 -1.4318268  1.9670233],[-0.538256   1.8943065  1.9465973 ... -1.4263451 -0.7955851  1.9670055]
685,He read at least 30 chapters., He read a significant portion of the book.,"[-2.054969   -1.0995698   0.47232416 ...  0.40943012  1.0347102
  3.9489145 ]","[-1.448408    0.45244837 -0.34709182 ... -0.18192966  1.4794067
  2.6651094 ]"
686,There are more than 350 fish in the tank., The tank is full of fish.,"[-3.0781467  -2.5305007   0.62706673 ...  0.25543964 -0.26710224
  0.9277529 ]",[-1.0724108  4.018756   3.9470704 ...  1.2135217 -3.4637659  3.380352 ]
687,I ate over 70 bowls of soup., I ate an enormous amount of soup.,"[-1.0371435  -2.0109754   0.53865033 ... -2.516353    0.02827551
  3.0032194 ]",[-2.2067747  2.044608   2.2733088 ... -2.2058396  0.7209884  2.4478214]
688,She drank approximately 70 bottles of water., She drank a vast quantity of water.,"[-1.4837165   1.4742199   3.3824468  ... -1.1593434   0.98411167
  3.0359442 ]",[-2.6115923  3.343401   2.7825227 ... -2.0577211  1.2748967  3.171523 ]
689,He wrote around 90 essays., He wrote numerous essays.,"[-2.1789749  -1.4320941   0.29228574 ... -1.4493221   1.5251812
  0.44942504]","[-1.4043745   2.8036752  -0.77150965 ... -2.4924793   1.9755437
  1.7546183 ]"
690,There are at least 450 houses in this town., There are many houses in this town.,"[-2.587428   -5.3420086   1.1135408  ...  0.09432448 -1.8143915
  1.873036  ]","[-2.1913004  -4.042107    1.5224061  ...  0.49003208 -1.8941547
  2.565567  ]"
691,I have more than 50 cats., I have a very large number of cats.,[-1.5195657 -3.061883   0.8131719 ... -1.1524603 -0.6876726  2.2861311],"[-0.00751837 -2.3749352   0.68264306 ... -0.04303176 -1.788108
  1.4438707 ]"
692,She bought about 40 pairs of pants., She bought several pairs of pants.,[-0.8128521  0.5024249  1.7843645 ... -1.2903498 -1.7914248  1.7255576],"[ 0.47166124 -0.21823953  1.8801314  ... -1.2098215  -2.0990345
  1.8739064 ]"
693,He read over 70 novels., He read many novels.,"[-1.6957719  -0.74264157  0.15227786 ... -0.8270558   1.6393408
  2.5905545 ]",[-3.2583942  2.4162169  0.404327  ... -1.133342   1.5665454  3.5285153]
694,There are approximately 900 books on the shelf., There are a large number of books on the shelf.,"[-5.465885   -2.494395    0.49972653 ...  0.5910878  -0.4273524
  1.745653  ]","[-4.0914536  -2.3253107   1.1762223  ... -0.46195823 -0.34071648
  2.2156005 ]"
695,The team scored over 20 goals., The team scored many goals.,"[ 1.125649   -0.98020244 -0.46553093 ... -3.0099096  -2.8993728
  6.1863065 ]",[ 2.1244922  1.375748  -0.5513472 ... -3.659395  -3.6315594  5.825854 ]
696,The chef prepared more than 90 dishes., The chef prepared a huge number of dishes.,"[-1.408203    0.3625451   0.6160499  ... -1.1901463  -2.4799752
  0.25823832]",[-1.681268   0.7868708  1.4148039 ... -1.7200968 -0.8651428  1.7373184]
697,The store sold at least 200 shirts., The store sold many shirts.,[-1.8770036 -5.004524   2.2230506 ...  1.0752686 -2.7362025  0.8321768],"[-0.34507927 -1.4594206   3.281953   ... -0.43979862 -2.4891489
  1.4776589 ]"
698,The garden contains approximately 70 roses., The garden has numerous roses.,"[-0.5839709  -3.1621072  -0.09547187 ...  0.05942686 -2.7383368
  1.7421848 ]","[ 1.3221964  -1.8098291  -0.28217548 ...  0.5270249  -2.496763
  2.7454765 ]"
699,The library has over 15000 books., The library houses a vast collection of books.,"[-3.6207573  -4.0015316   0.57347286 ... -0.4260055  -2.1609473
  3.6549807 ]",[-2.5468187 -1.4999107  1.8738545 ... -0.3636854  1.2427573  2.245303 ]
700,The artist painted more than 100 pictures., The artist created many paintings.,"[-1.5546943  -3.4247727   2.2158089  ... -1.6300584  -0.8293602
 -0.89709413]","[-1.0506824  -0.20334594  0.69765306 ... -1.8806075   0.39599013
  0.7119518 ]"
701,The farmer harvested over 700 bushels of wheat., The farmer had an extremely abundant harvest.,[-4.0676885  1.6225711  1.0862703 ... -3.4072313 -2.8026035 -1.2273524],"[-0.63845783  1.9875835   1.2000374  ... -1.726917    0.4628071
  3.1261272 ]"
702,The teacher assigned approximately 70 problems., The teacher assigned many problems.,[-1.4941227 -1.8054395  2.5088239 ... -1.1400506 -0.6038558  1.6355503],[-1.479128   0.6393427  2.8851664 ... -1.9775974 -0.4047453  1.7268357]
703,The student answered at least 40 questions correctly., The student answered many questions correctly.,[-2.3275137  2.4125495 -0.9657631 ... -1.9844409 -1.0576648  1.3361735],"[-1.3864509   3.7821443   0.20720212 ... -1.6809863  -0.89562804
  1.5064005 ]"
704,The musician played over 90 songs., The musician played numerous songs.,"[-1.1999464  -0.6405013  -1.7836537  ... -0.81775445  0.8181727
  1.1734828 ]","[-0.8981212   1.2153766  -1.3354353  ... -1.6216804   0.29291782
  0.97868156]"
705,The company hired approximately 350 employees., The company hired a significant number of employees.,"[-0.5043421  -1.1031616   1.3436234  ...  0.663822   -0.71889514
  1.9944553 ]","[-0.42877585  1.4928515   1.2287719  ...  0.32756725 -0.6121616
  2.4071643 ]"
706,The author wrote around 20 chapters., The author wrote several chapters.,"[-0.98367256 -3.0708323   1.5413908  ... -0.9242257   0.5643526
  0.9556867 ]",[ 0.7101614 -1.9042295  0.4178494 ... -1.7827978  1.1608295  1.6214818]
707,The scientist conducted more than 80 experiments., The scientist conducted many experiments.,"[-0.9909995   0.95928067  1.8689296  ... -0.3799847  -1.8856802
  0.3378972 ]","[-1.044253    2.9367657   1.5037727  ... -0.15987875 -2.70593
  1.4216709 ]"
708,The baker sold over 400 loaves of bread., The baker sold a large quantity of bread.,"[-5.368825   -3.4779706   0.9547772  ... -2.1988657  -1.4107239
  0.75806147]","[-3.644456   -1.0749192   1.5706389  ... -2.7350988  -0.75088686
  1.5954822 ]"
709,The store had approximately 100 apples., The store had many apples.,"[-2.4793923  -4.9205146   1.968149   ...  1.3801566  -1.0405
  0.01432524]","[-1.830099   -2.8088734   2.9674413  ...  0.07531452 -0.79982686
 -0.7237692 ]"
710,The park contained over 700 trees., The park has a lot of trees.,"[ 0.6803722  -6.200892    1.5081867  ... -0.9205328  -0.08238377
  1.0290463 ]","[ 2.7503512  -4.1494613   0.5338515  ...  0.02170201 -0.7045804
  0.375701  ]"
711,The classroom held about 90 students., The classroom was quite full.,"[-4.2198887  -3.4375505   1.3598714  ...  0.07978272 -0.61455303
  2.7218752 ]",[-2.3916302 -4.295095   1.1793872 ...  0.5536104 -1.1108929  3.9609528]
712,The concert attracted more than 7000 people., The concert was extremely well-attended.,"[-1.4839648  -2.6004508   1.1454679  ...  0.22712411 -1.3614254
  1.8281045 ]","[ 0.29685864 -1.7457825   0.30809513 ... -0.56798816 -1.1387274
  3.018383  ]"
713,The museum displayed approximately 450 artifacts., The museum displayed a large number of artifacts.,"[-2.9405694  -3.9122658   0.25754428 ... -0.35666603  0.73937595
  1.2832062 ]","[-1.9733887  -2.1038008  -0.08329855 ... -1.3740897   0.4440872
  1.1853259 ]"
714,The library held over 30000 books., The library had an enormous collection of books.,"[-4.0566907  -5.3550725   1.163701   ... -0.0364936   0.74636775
  4.2203236 ]","[-2.0270302  -1.3947407   1.0911707  ... -0.32295662  2.3129356
  2.101595  ]"
715,The restaurant served about 900 customers., The restaurant served many customers.,"[-1.1245427  -4.9498143   1.3380117  ... -0.08396524 -1.336834
  2.6500201 ]",[-2.2036228 -2.6455312  1.921864  ... -1.7291158 -1.6562079  2.9285176]
716,The school enrolled over 5000 students., The school had a very large student body.,"[-2.603037   -3.050165    2.9086158  ... -0.77566564 -4.3715115
  3.2270074 ]","[-2.4154935  -2.2039492   2.1205974  ... -0.91647124 -4.8603973
  2.5993626 ]"
717,The city had approximately 9 million residents., The city has a huge population.,"[-3.2712047  -1.4402691   0.57643723 ...  0.91077805 -1.3006685
  2.3076    ]","[-0.83395565 -0.7156226   2.4560912  ...  0.13344727 -2.338304
  1.8886956 ]"
718,The company produced over 50000 products., The company produced a massive number of products.,"[-2.0822728  -0.34281453  1.4174172  ... -1.7685686  -1.3560863
  1.801931  ]",[-1.6134683  1.9583632  1.4688795 ... -2.275899  -0.2625538  1.9666667]
719,The farm raised more than 9000 chickens., The farm raised a very large flock of chickens.,"[-2.638601   -0.19126362  1.9521304  ... -2.1800761  -0.25088313
  0.94864637]","[-2.0917442  -0.14869149  1.1037031  ... -2.813147   -0.8669305
  2.6590972 ]"
720,The boutique sold 600 scarves., The boutique sold many scarves.,"[-1.3742561  -6.1067343   2.3816717  ... -0.19686094 -4.482731
  1.0497192 ]","[-0.37870646 -0.81564724  2.4740956  ... -1.3597268  -2.4757838
  1.164335  ]"
721,The factory produced around 15000 cars., The factory produced a very large number of cars.,"[-2.5131404  -1.5811945   0.26998845 ... -2.874368   -2.7607443
  1.489071  ]","[-2.5710225   1.7158524   0.25632134 ... -2.9552236  -2.5329072
  2.2825282 ]"
722,Approximately 800 birds were seen migrating., A massive flock of birds was migrating.,"[-2.0170615  -2.3157606   1.4248706  ... -0.47965518  0.12753132
  0.88457906]","[-2.0625117   0.48416457  1.6938678  ... -0.6003155  -0.47096646
  0.58996826]"
723,I baked over 90 cookies for the party., I baked a large number of cookies for the party.,"[-2.0496817  -3.602967    0.41472685 ... -3.8375475  -0.3471975
  3.1119583 ]","[-1.8090984  -0.7871807   0.23996863 ... -3.884731   -0.63879323
  3.0870056 ]"
