,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
627,The broccoli is in the bag, The broccoli is beside the bag.,"[-0.34254894  4.266891    1.6185547  ...  0.5764165  -1.8758836
  2.3421094 ]",[ 1.1233438  3.5932982  2.8698614 ...  0.324719  -2.332561   2.072885 ]
628,The cauliflower is in the bag, The cauliflower is beside the bag.,[-0.7906599  3.0620735  1.3439711 ...  1.6908072 -1.2913209  2.017958 ],"[ 1.2559594   3.0757523   2.4270473  ...  0.91423124 -1.915879
  1.6039183 ]"
629,The peas are in the bag, The peas are beside the bag.,"[ 0.9039205   1.6209292   2.4761527  ...  0.79195356 -2.181555
  1.393455  ]","[ 2.774954    2.1599813   2.7606137  ...  0.51046747 -2.1721098
  1.5180255 ]"
630,The corn is in the bag, The corn is beside the bag.,[-0.7223167  2.8453264  2.3481386 ...  2.458509  -1.0738298  1.8040996],[ 1.3143717  3.1140087  2.3356903 ...  1.6057626 -1.121867   2.4282146]
631,The beans are in the bag, The beans are beside the bag.,"[-2.7731428   3.6820917   1.9700457  ... -0.65435416 -0.8399946
  1.6605406 ]","[-0.27775902  3.0419304   1.245179   ... -0.33199045 -1.5521003
  1.8175411 ]"
632,The rice is in the bag, The rice is beside the bag.,"[ 1.3337673   5.5421576   1.5751357  ...  0.32690206 -0.9176679
  0.97839546]","[ 2.819938    4.2902875   2.9150279  ...  1.0419279  -0.66385186
  1.4442035 ]"
633,The pasta is in the bag, The pasta is beside the bag.,"[ 1.3991226   3.6200693   1.459278   ...  0.47956362 -0.8702856
  2.2106197 ]","[ 3.0736403   2.3457434   2.2450702  ...  0.09801905 -1.0334729
  2.2873023 ]"
634,The sauce is in the jar, The sauce is beside the jar.,[-1.0483917  3.132715   3.6336467 ...  0.781141  -2.3275783  2.5159538],"[ 0.44785258  3.582442    4.3968697  ...  0.80592203 -1.6803375
  1.8566682 ]"
635,The cat sat on the mat, The cat sat near the mat.,"[ 4.277947    1.7252339   1.2556672  ... -0.24437411 -3.2659683
  3.7708728 ]","[ 4.4234      1.32776     2.0612688  ...  0.11851806 -1.3365694
  4.3113437 ]"
636,The dog slept under the table, The dog slept beside the table.,[ 4.2067747  2.8639886 -0.6033527 ... -1.8653431  2.1856787  3.523304 ],"[ 4.435107    2.6404188  -0.20429352 ... -0.64198905  4.0830917
  4.318288  ]"
637,The bird perched on the branch, The bird perched above the branch.,"[ 0.56574357  2.7970295   2.0225408  ... -1.3599907  -1.5669717
  3.0729077 ]","[ 0.00575948  1.9999979   2.8784132  ... -1.0373442  -0.39241254
  3.4999862 ]"
638,The squirrel climbed up the tree, The squirrel climbed down the tree.,"[ 0.93569684  2.6503832   2.4601772  ... -3.878168   -1.36655
  1.0984918 ]","[ 2.4907837   3.6680434   2.9011388  ... -2.707375    0.05655387
  0.79726124]"
639,The rabbit hopped across the field, The rabbit hopped through the field.,"[ 2.6879792   1.2016064   0.19213894 ...  1.3848213  -1.402214
  4.088248  ]","[ 4.396798    1.5718167  -0.57413346 ...  1.3001921  -1.3007998
  3.3420935 ]"
640,The deer grazed in the meadow, The deer grazed at the edge of the meadow.,[ 1.6657596 -1.9411235 -0.5811284 ... -1.4459187  1.0910543  2.9260762],"[ 1.8009888  -1.912002    0.23820525 ... -0.5828951   1.4563022
  2.5386117 ]"
641,The lion stalked near the watering hole, The lion stalked far from the watering hole.,"[ 0.69918966  0.6412996  -0.65557826 ...  1.4300562  -0.6175795
  3.491714  ]","[ 1.3205763   0.9571624  -0.5211683  ...  1.289087    0.44526157
  3.2224488 ]"
642,The elephant walked through the savannah, The elephant walked along the edge of the savannah.,"[ 2.1226597   1.2243725   0.35748175 ...  0.09889816 -0.34223217
  2.722037  ]","[ 0.41048688 -0.06174861  1.0817841  ... -0.03743134  1.2294612
  1.6745538 ]"
643,The monkey swung from the tree, The monkey swung near the tree.,"[ 2.0117497   1.9141635   1.1767071  ... -0.5093331   0.71924275
  0.7738463 ]",[1.1967402  3.119192   2.0370336  ... 0.11373805 2.288204   3.1769383 ]
644,The zebra grazed among the herd, The zebra grazed near the herd.,"[-2.0604215  -0.53693235  2.6962714  ...  0.40725443 -1.0650282
  3.750438  ]","[-1.0669554  -0.04653352  2.0551605  ...  0.6054585  -0.09093814
  4.5277233 ]"
645,The giraffe reached for the leaves, The giraffe reached near the leaves.,"[ 1.0747143   2.7876325   2.2649274  ...  0.32305273 -1.2785702
  0.5385664 ]","[ 0.32133743  1.412373    2.499168   ... -0.21563475 -0.09335312
  2.2691092 ]"
646,The hippopotamus wallowed in the river, The hippopotamus wallowed near the riverbank.,"[-1.9528842   0.6337005  -0.67709404 ...  0.80003434 -1.4330605
  3.2846174 ]","[-1.9744264   0.2382304  -0.590646   ...  1.8343028   0.02878434
  4.004343  ]"
647,The rhinoceros bathed in the mud, The rhinoceros bathed near the mud.,[-2.2611375  2.4181445 -0.6597034 ...  0.3443748 -1.7909725  1.8213949],"[-2.451919    2.0604744  -0.70493865 ...  0.73698217 -1.2862767
  2.4625604 ]"
648,The tiger stalked through the tall grass, The tiger stalked along the tall grass.,"[ 1.2171813  -0.74658203  0.9391782  ...  1.85359    -2.0372066
  2.8285885 ]",[ 0.8780047 -0.3806086  1.4324185 ...  0.9495375 -1.9134091  2.7790647]
649,The bear slumbered in the cave, The bear slumbered near the cave entrance.,"[ 0.8524203   0.67482245 -1.2355938  ... -1.353172    5.270761
  3.2051442 ]","[ 0.7527064   0.83740187 -0.45028085 ... -0.9157278   4.0812464
  2.7243054 ]"
650,The wolf howled with the pack, The wolf howled near the pack.,"[-0.7272746   2.707481   -2.4301696  ... -1.4419715   0.4455016
  0.23363137]","[ 0.23016942  2.5749536  -1.9506307  ... -0.4628254   1.6398661
  1.9186804 ]"
651,The fox darted around the den, The fox darted into the den.,"[ 1.1974581  -0.74575704 -0.9636863  ... -0.7862249  -1.4839487
  2.9676204 ]","[ 2.623351    2.6552262   0.03299303 ... -0.18995593  0.7233428
  2.4468346 ]"
652,The owl perched on a branch, The owl perched under a branch.,"[ 0.77473485  2.0006888   1.9277202  ... -1.7642395  -0.49349043
  2.328507  ]",[ 1.3212568  1.7878362  1.9762024 ... -2.271473   1.106597   2.3245647]
653,The eagle soared above the mountain, The eagle soared near the mountain.,"[ 0.77260685  3.6316307   2.672738   ... -0.16633599 -1.7417127
  2.4582498 ]","[ 1.755348    4.509913    3.2550147  ...  0.43872112 -0.23379199
  4.0904946 ]"
654,The hawk circled over the field, The hawk circled near the field.,"[-0.03438554  1.4040912   2.1161942  ... -0.14679644 -3.036785
  2.8588808 ]","[ 0.44737738  1.9869504   1.83687    ... -0.5583031  -1.2169303
  3.0909536 ]"
655,The kite flew high in the sky, The kite flew low in the sky.,"[ 3.1193027   2.2799118   1.3111753  ... -0.44075975 -3.292505
  1.3897485 ]","[ 3.1962857   1.5668547   2.956094   ... -0.3380482  -1.6206639
  0.87092483]"
656,The balloon floated above the houses, The balloon floated near the houses.,[ 0.8782532  1.8613104  1.5034509 ...  0.5323592 -2.8327563  1.0731202],[ 1.1308769  2.2335494  2.3365538 ...  0.6869203 -1.8736699  1.5735958]
657,The cloud drifted over the mountain, The cloud drifted around the mountain.,"[ 0.7201545   0.7528331   2.1125917  ...  0.9949505  -1.1383996
  0.83597165]","[ 1.231672   -0.09570793  2.0332663  ...  1.4280851  -0.3822802
  0.29975194]"
658,The rain fell over the city, The rain fell around the city.,"[-0.89192754  0.93640995 -0.0646681  ...  0.04393567 -4.742842
  2.0842366 ]","[-0.5455943   0.31439808  0.237376   ...  0.43403894 -3.2698538
  1.5531633 ]"
659,The snow fell on the ground, The snow fell near the ground.,"[-0.51996833 -0.3128164  -2.1703553  ... -3.424144   -2.0201967
  2.1176994 ]","[ 0.65221626  0.15120173 -0.64313823 ... -2.8316674   0.04216167
  2.6396663 ]"
660,The ice formed on the lake, The ice formed near the lake.,"[ 0.40882608  0.7523921   1.0084869  ... -1.5258741  -1.3541723
  0.10381321]","[ 0.58445567  1.7014707   1.351435   ... -1.6651946   1.1711111
  1.6471909 ]"
661,The car parked in the garage, The car parked near the garage.,"[-0.3373356   1.8644522  -0.25510874 ...  0.873981   -0.83513993
  2.6458209 ]",[1.2543248  1.7631637  0.9414193  ... 0.14804266 0.06314833 3.092407  ]
662,The bus stopped at the stop, The bus stopped near the stop.,"[-2.420749   -0.82606965  2.4875295  ... -0.15059678 -3.2977886
  1.8763123 ]","[-0.6634455   0.41823015  2.633905   ...  0.57782704 -0.25527188
  2.2340171 ]"
663,The train travelled along the tracks, The train travelled near the tracks.,"[-0.2388068   0.22228026  2.6700413  ...  0.41141543 -2.849185
  2.1925364 ]","[ 0.9672761   0.99868816  2.8836758  ...  0.22744772 -0.38229626
  3.6368597 ]"
664,The boat sailed on the lake, The boat sailed near the shore.,"[ 0.41162062 -0.06177513  1.1733311  ...  1.3167675  -1.6423326
  1.1038233 ]",[1.4579012  0.89576805 2.8994849  ... 2.1827385  3.2322586  2.3178449 ]
665,The submarine dived under the ocean, The submarine surfaced near the surface.,"[-1.9932317   4.80584     1.522226   ...  0.79865354 -2.473851
 -0.32910055]","[-2.395026    4.0022445   2.9639595  ...  1.2592121  -1.0205886
  0.65100783]"
666,The airplane flew above the airport, The airplane flew near the airport.,"[-0.25146165  3.0890553   2.9454927  ... -0.5226206  -1.0713451
  2.7089365 ]","[ 1.421148    3.374907    3.3560307  ... -0.50115067  0.11635399
  3.42333   ]"
667,The helicopter hovered over the city, The helicopter hovered near the city.,"[-2.6366508   0.80613214  0.37156832 ...  0.83175844 -3.6448176
  1.639277  ]","[-1.5544015   2.1433606   1.1149963  ...  0.47599024 -2.235793
  2.2268996 ]"
668,The rocket launched into space, The rocket stayed on the launchpad.,"[-0.04447185  5.627616    4.1182847  ... -0.35841042 -3.795293
  1.1181387 ]",[-3.2641199  3.4453056  2.6643288 ...  0.7205136 -2.5084136  2.6119432]
669,The satellite orbited Earth, The satellite neared Earth.,[-0.3355789  1.0823305  3.6756425 ... -0.3726746 -4.6094527  4.550662 ],"[-1.8918368   2.8783114   3.7879627  ...  0.11524568 -2.3444083
  3.3761528 ]"
670,The comet approached the sun, The comet passed near the sun.,"[-1.624107    2.816334   -0.18316774 ...  1.7548758  -4.0733557
  2.7690878 ]","[-0.6750012   3.0689201  -0.19572727 ...  0.9643508  -1.8080748
  3.0449567 ]"
671,The asteroid approached Earth, The asteroid missed Earth.,"[-3.700387    0.9533548  -0.7010807  ...  0.91001177 -1.8559437
  2.1813097 ]","[-2.9013882   4.6644506   0.23341557 ... -0.19866465  0.18907237
  2.803539  ]"
672,The planet orbited the sun, The planet moved away from the sun.,"[-1.7894049   1.4765555   0.60922027 ...  0.09581771 -4.795986
  2.70623   ]","[-1.7464544   2.7932782   0.6043344  ... -0.07796267 -0.12113888
  2.021041  ]"
673,The galaxy spun in space, The galaxy collided with another galaxy.,"[-2.277322   -0.67765844  0.41618425 ... -0.9895879   0.10943975
  1.8289826 ]","[-3.7052236   2.6954267   0.77835315 ...  0.21425843 -1.8060066
  1.7332923 ]"
674,The sun shone on Earth, The sun was hidden behind a cloud.,"[-1.6351475   1.9822092   1.9137392  ...  0.11178545 -3.630214
  2.9864142 ]",[-1.2708888  0.777192   3.0343394 ...  3.1079862 -3.7082772  2.4820182]
675,The moon shone in the sky, The moon was hidden behind the clouds.,"[ 0.32440123  0.7931507   0.6913002  ... -0.8581978  -3.8070023
  2.428292  ]",[-1.2255971  0.6964041  2.716278  ...  1.3817387 -2.626116   2.3119411]
676,The stars twinkled in the night sky, The stars were hidden behind clouds.,"[ 0.2847761  -1.5632865  -0.89262545 ... -0.73422134 -2.9557872
 -0.45254916]","[-1.324391   -0.19812556  1.5866655  ...  1.5439341  -3.033045
  0.8914917 ]"
677,The planets aligned in the solar system, The planets were scattered throughout the solar system.,"[-1.5239801  -2.6181617   1.2419456  ...  0.3968027   0.00460737
  1.2744398 ]","[-1.4739107  -2.127975    0.15221715 ...  0.92979103 -0.47668967
  1.8100476 ]"
678,The comets streaked across the sky, The comets appeared near the solar system.,"[ 0.5047423  -0.02526134 -0.01329935 ...  0.719574   -3.5328708
  0.6990826 ]","[-1.2287418  -0.49304813  0.47105408 ...  0.62795997 -0.29253334
  2.671726  ]"
679,The meteor blazed across the sky, The meteor landed on Earth.,"[-0.66280943  3.7761235   0.73154    ... -0.07189797 -3.5276735
  1.3311403 ]",[-2.5728276  5.8866343  1.7813392 ... -1.1020373 -1.1326252  3.6453667]
680,The astronaut floated in space, The astronaut floated near the space station.,[ 2.6573899  2.181525   1.1342187 ... -1.5832005 -0.3444203  1.268929 ],"[ 1.8531976   1.9636908   1.4269063  ...  0.01525791 -0.9381575
  1.5346792 ]"
681,The space station orbited Earth, The space station moved closer to Earth.,[ 1.7986377 -0.5180834  1.9190995 ... -0.1839838 -4.9789367  3.2786047],"[ 1.2583063   1.7523289   1.8954535  ... -0.03036074 -0.14942378
  2.4203117 ]"
682,The rocket ascended into space, The rocket remained on the launchpad.,[ 2.1527607  4.338336   2.7099774 ...  1.0673457 -5.013792   1.7696778],[-3.782686   3.5352364  2.6208634 ...  1.0508435 -3.0898473  2.839334 ]
683,The spaceship travelled through space, The spaceship encountered a nebula.,"[-0.02533411  1.3843441   1.4102738  ... -0.21194582 -2.512296
  0.94331634]",[-2.7827733  1.5564386  1.7955534 ... -0.9176652 -4.9679575  1.1531171]
684,The shuttle landed on the runway, The shuttle remained in orbit.,"[-2.951357    4.3874974   4.467976   ... -0.49866328 -3.8861172
  3.0236244 ]","[-0.47242376  3.531215    3.6729736  ...  0.8152682  -1.8152572
  1.6008343 ]"
685,The satellite transmitted data, The satellite received data.,[-1.5815177  4.0727677  3.125166  ... -0.2963298 -2.8958433  3.7273874],"[-2.44661     4.9232073   3.4760044  ... -0.19044504 -2.2437294
  3.634798  ]"
686,The telescope observed a star, The telescope observed a planet.,[-1.7449234  0.4929267  2.6857717 ... -0.8263156 -3.3865724  2.3809664],[-2.1751513  0.6523065  3.9883296 ... -1.6299666 -2.5877311  1.8903893]
687,The observatory studied the universe, The observatory studied a specific star.,[-1.8814834 -2.0719473  2.2451394 ... -1.2873    -3.399435   1.3456484],"[-1.8290216  -2.9953437   2.1465669  ... -1.2519877  -3.6141522
  0.03783884]"
688,The astronomer studied the cosmos, The astronomer studied a particular galaxy.,[-2.8089962  1.390133   3.2842407 ...  0.3888862 -2.952138   1.4513726],"[-2.0261886   0.21054283  2.6571183  ... -0.12310272 -3.893565
  0.9533303 ]"
689,The child played in the park, The child played near the park.,"[ 2.0581248   0.5441077  -1.5887694  ... -3.5844376  -0.71038455
  2.0867996 ]","[ 3.3304596   1.3675662  -0.55855876 ... -1.9536251   0.23403923
  2.953888  ]"
690,The dog ran in the park, The dog ran near the park.,[ 0.5572041  1.8630604 -1.3172469 ... -1.6411349 -1.0524715  3.282879 ],"[ 2.9932437   2.519337   -0.40017122 ... -0.9108284   0.5576651
  3.285459  ]"
691,The cat hid under the bush, The cat hid near the bush.,"[ 5.145724    2.3155715   0.5907082  ... -0.1664259   0.48245955
  2.2924898 ]",[3.523044  2.4924057 1.8147215 ... 0.6807308 1.6684778 2.7401073]
692,The bird flew over the house, The bird flew near the house.,"[ 0.93494177  2.178706    2.400952   ... -1.4347168  -0.5928171
  3.8258083 ]","[ 2.1580145   3.754843    3.0260642  ... -0.89422745  1.0165015
  3.9400826 ]"
693,The squirrel ran up the tree, The squirrel ran down the tree.,"[ 0.20021868  3.5402362   1.7251539  ... -4.264436   -2.9380558
  0.9864475 ]",[ 1.6408697  3.3416684  1.5402911 ... -3.3429282 -1.6919668  0.7705665]
694,The rabbit hopped across the field, The rabbit hopped along the edge of the field.,"[ 2.6879792   1.2016064   0.19213894 ...  1.3848213  -1.402214
  4.088248  ]","[ 3.4594228   0.12826627  0.18179318 ...  1.4487141  -0.12128092
  2.5184278 ]"
695,The cat sat on the rug, The cat sat beside the rug.,"[ 4.533013    1.5891557   0.8540154  ... -0.65233666 -2.4815657
  3.562768  ]",[ 4.7726474  1.3962736  1.7188307 ...  0.1684513 -0.592147   3.7874608]
696,The dog lay under the table, The dog lay near the table.,"[ 3.7591858   1.5696392  -0.08028038 ... -0.48296523  1.4531845
  3.691368  ]","[ 3.4474735   1.479278   -0.0982087  ...  0.19945915  3.0984044
  4.262506  ]"
697,The bird flew above the trees, The bird flew among the trees.,"[-0.12918258  3.4816465   2.1744194  ... -1.9133973  -0.04323715
  2.3280509 ]","[ 0.44835097  2.6954365   2.311045   ... -0.81664926  0.2388531
  1.0818864 ]"
698,The squirrel ran up the oak tree, The squirrel ran down the oak tree.,"[-0.39125133  3.3709924   1.803794   ... -4.513893   -2.9586315
  0.8569866 ]","[ 0.7653565   2.7928255   2.0220747  ... -3.8226242  -1.7217773
  0.59703916]"
699,The rabbit burrowed in the ground, The rabbit burrowed near the ground.,"[ 3.3578858   0.78419757  0.8871715  ... -2.6357956  -1.6641198
  3.4834497 ]",[ 3.7628348  1.5506295  0.5295964 ... -1.6198807 -0.7379629  3.1406693]
700,The deer grazed in the meadow, The deer grazed near the meadow.,[ 1.6657596 -1.9411235 -0.5811284 ... -1.4459187  1.0910543  2.9260762],"[ 2.853756   -1.7054223   0.16909415 ... -1.0583272   1.0065471
  3.136176  ]"
701,The lion rested near the watering hole, The lion rested far from the watering hole.,"[ 1.2434832   2.7686882  -0.9396271  ...  0.20794828  1.7414781
  4.130083  ]","[ 1.720766    2.4180796  -0.05552724 ...  0.59702647  2.2321374
  4.0471025 ]"
702,The elephant walked across the savanna, The elephant walked along the savanna.,"[ 1.9922845   1.473216    0.60152155 ... -0.31595993  0.2843446
  2.976699  ]","[ 1.2705917   0.2255649   1.5302892  ... -0.3771984   0.66737145
  1.99308   ]"
703,The monkey swung among the trees, The monkey swung from a single tree.,"[ 1.0578897   1.7200621   0.67121154 ...  0.23741336 -0.22994806
  0.6244437 ]",[2.2772083  1.3092352  2.0923448  ... 0.2646608  1.2955848  0.41419637]
704,The zebra grazed within the herd, The zebra grazed near the herd.,"[-1.7879162  -0.34593958  1.8100767  ...  0.46986523 -0.18447198
  4.3256025 ]","[-1.0669554  -0.04653352  2.0551605  ...  0.6054585  -0.09093814
  4.5277233 ]"
705,The giraffe reached high into the tree, The giraffe reached low to the ground.,"[ 0.23846248  1.9056662   2.8205023  ... -0.23126991 -2.0915265
 -0.01706135]","[-0.20648216  0.8244995   3.474435   ... -0.78221726 -0.28320813
  1.6569018 ]"
706,The hippopotamus submerged in the river, The hippopotamus waded in the river.,"[-2.4738863   2.0305295   0.20864716 ...  1.132489   -1.0601788
  3.107139  ]","[-2.146807    2.7351146  -0.8619219  ...  0.8193426  -0.41350904
  4.974728  ]"
