,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
629,It may rain later., There's a chance of rain later.,"[-0.17046586  2.1522765   2.5537534  ...  0.2556937  -4.8816996
  1.8391091 ]","[-0.8332618  -0.65136963  1.9145622  ...  0.2908545  -2.3716488
  1.7036828 ]"
630,He can play the guitar well., He is a skilled guitarist.,"[ 2.4296951   9.58071    -0.20075552 ... -0.8646361  -0.7935848
  3.4165447 ]","[ 1.3277289   7.698667    1.017228   ...  0.39518523 -0.66646165
  3.8376858 ]"
631,She may feel better tomorrow., She hopes to feel better tomorrow.,[ 1.0561428  5.8962097  3.082195  ... -0.7607584 -1.2840794  2.4981983],"[ 0.89409035  7.97915     2.1333067  ... -0.14357054  0.6983655
  2.6697164 ]"
632,They may need help with the project., They should ask for help with the project.,"[-0.8601376   2.857571    0.8637178  ...  0.04013139 -2.7368984
  1.6506743 ]","[-4.8202312e-01  4.6706448e+00  9.7379420e-04 ... -3.7296122e-01
 -1.2422682e+00  1.2335252e+00]"
633,We may go to the park this afternoon., We are considering going to the park this afternoon.,[ 2.1906626  0.2986313  2.305082  ... -1.2371014 -2.046008   3.9453452],"[ 1.3729566  -0.36683965  0.91321754 ... -1.4531977  -1.9391212
  3.2467456 ]"
634,The flowers may bloom soon., The flowers are expected to bloom soon.,"[ 2.2649589   2.3918417   0.22475679 ...  0.61455303 -4.443854
  2.6809666 ]","[ 1.3463378   2.238141   -0.43091586 ...  0.04275399 -3.1358972
  2.6510935 ]"
635,It may be sunny this weekend., Sunny weather is forecast for this weekend.,"[-1.3506657  -2.2426465   1.6508162  ... -0.48674473 -1.9891382
  3.9037    ]","[ 2.451221   -1.5271485   2.7659857  ... -1.2762998   0.09607886
  2.596306  ]"
636,He can speak several languages., He is multilingual.,"[-0.1854511   6.9581165   0.75965804 ... -0.578872   -1.7960238
  3.7702553 ]","[ 0.27205503  6.3924494   2.0611577  ...  0.08034891 -0.843787
  5.522855  ]"
637,She may buy a new car next year., She is planning to buy a new car next year.,[ 1.4074968  3.4731941  1.5050187 ... -1.8297248 -3.6614652  2.268712 ],"[ 0.76978415  3.4997025   0.4085972  ... -2.1928039  -2.7897894
  2.163401  ]"
638,They may visit their grandparents., They intend to visit their grandparents.,"[-0.34943378  1.250124    2.341771   ... -0.29685032 -3.6173592
  1.8783938 ]","[ 0.19590735  3.417646    2.1626759  ... -0.9255972  -1.3813986
  2.2490158 ]"
639,We may have dinner at a new restaurant., We are thinking of trying a new restaurant.,"[-2.0577495  -1.7953788   1.7656953  ...  0.08103009 -5.099335
  2.6154242 ]","[-1.6104927  -0.9687252  -0.46216446 ... -1.4189893  -4.706831
  1.1122068 ]"
640,The movie may be interesting., The movie could be interesting.,"[-1.7197965   0.90447456  2.026837   ... -0.6056932  -1.6044611
  3.0863981 ]","[-0.43718776  2.0376046   1.6439155  ... -0.8495682   0.93560976
  3.508775  ]"
641,It may be a long drive., A long drive is anticipated.,"[-2.333797   -1.7146944  -0.64286983 ... -0.9949984  -0.02012162
  1.1800007 ]","[-0.32003114  0.21440554  1.1501536  ... -0.52780926  2.5815105
  0.4363216 ]"
642,He can cook a delicious meal., He is an excellent cook.,"[ 0.4181828   5.858888    0.1288625  ... -1.0428035  -0.26340798
  2.3786283 ]","[ 1.7314571   7.868332    0.7565798  ...  0.09415436 -0.63341236
  4.197585  ]"
643,She may need a new pair of shoes., She should buy a new pair of shoes.,"[ 1.4517951   3.6561902   2.8870068  ... -0.99167675 -3.7840796
  0.29738092]","[ 1.522628    5.08327     1.9571283  ... -0.71217144 -2.7193747
  1.0776203 ]"
644,They may not be able to attend the meeting., Their attendance at the meeting is uncertain.,[-1.9081526  2.8330173 -0.750946  ...  0.7414236 -3.048225   3.6839721],"[-1.2515355  -0.9803415   0.15145278 ... -0.58206874 -1.0359063
  3.0552673 ]"
645,We may have to postpone the trip., Postponing the trip is a possibility.,"[-1.7113293   0.32307866  0.12510699 ... -0.30851918 -3.349725
  2.8725266 ]",[-1.2574067  1.6109633  1.5279298 ... -1.3410766  2.436008   1.4311061]
646,The concert may be sold out., The concert might be sold out.,[-0.6893145 -1.7806866  1.0765698 ...  0.5887422 -4.5669675  1.8492874],"[-0.77363795 -1.3714802   1.4491041  ...  0.1829053  -3.0467784
  1.4956951 ]"
647,It may be a cold winter., A cold winter is expected.,[-1.8454587 -3.4127693 -1.5508835 ... -1.0502325 -2.3609269  2.1260016],"[ 0.90073806 -0.6473503  -1.522953   ... -1.7040144   0.5172855
  2.7633488 ]"
648,He can run a marathon., He is capable of running a marathon.,[ 2.4734538  6.345161   0.6796146 ... -1.0616969 -2.2389896  4.5604753],"[ 1.7165602   7.480977    1.3501737  ... -0.92331904 -0.07737703
  3.5506096 ]"
649,She may win the election., She has a chance of winning the election.,"[ 1.5755938   6.641884    0.64258564 ...  0.5592462  -1.85736
  4.2861085 ]","[ 2.6473494   5.865106    0.72896504 ...  0.35995653 -0.6664221
  3.236109  ]"
650,They may disagree with the decision., They might disagree with the decision.,"[-3.5249412   4.685463   -1.3971453  ... -0.43996218 -5.2346225
  3.11107   ]","[-3.0931396   5.198603   -1.2671679  ... -0.71908426 -3.3788002
  2.3673558 ]"
651,We may be late for the appointment., There's a risk of being late for the appointment.,"[-2.3953147  -0.46770746  0.544279   ... -1.1033372  -4.6112742
  2.247279  ]","[-2.1425936   1.6308213   1.5613121  ... -1.0870446  -0.49461395
  1.3566886 ]"
652,The store may be closed early today., The store might close early today.,"[-0.6314378  -3.8213773   3.6900623  ... -0.01749624 -3.0823555
  0.84527826]","[-0.49572262 -3.9944022   3.2337692  ... -0.40677327 -2.8359826
  1.570297  ]"
653,It may be a busy day at work., A busy day at work is anticipated.,"[-3.130914   -3.7608652   0.23692216 ... -0.67635417 -0.9898071
  1.6345239 ]","[-1.5023825  -4.2455125   2.0444129  ...  0.11788735  1.2020965
  2.4240584 ]"
654,He can finish the project on time., He is expected to finish the project on time.,[ 1.7663369  3.364194   1.6112719 ... -1.2618978 -0.9428227  3.7940547],"[-0.1039442   2.9426286   0.9283992  ... -1.1730976   0.22835994
  3.6849952 ]"
655,She may feel better after a good night's sleep., She hopes to feel better after a good night's sleep.,"[ 1.2389823   4.0247927   2.692582   ... -0.19944611  0.64064085
  3.1982577 ]",[0.95469755 4.9647765  2.2772133  ... 0.29821083 1.6663002  2.9528418 ]
656,They may need additional funding for the project., Additional funding is likely to be needed for the project.,"[-0.5915559   3.902167    0.9719     ... -0.25232786 -3.3855107
  1.909239  ]",[-1.2813106  3.0694206  1.1155845 ...  0.0055431 -1.5602107  1.1016258]
657,We may change our minds., Changing our minds is a possibility.,"[-0.20601241  1.9655566   1.0953182  ...  0.1619068  -5.8352814
  0.90617925]","[-0.34938064  4.587169    2.4573882  ... -0.31345844 -4.815767
 -0.17163046]"
658,The meeting may be cancelled., The meeting might be cancelled.,[ 1.8053204 -2.059055  -1.99692   ...  0.5651787 -2.0757768  3.0038679],"[ 1.5312343  -1.4609908  -1.9081656  ...  0.54255706 -1.4899093
  2.3860395 ]"
659,It may be a beautiful day., Fine weather is expected.,"[-1.4990202  -1.6395319  -0.29824838 ... -0.55882    -2.191333
  1.9498612 ]","[ 1.5439041   0.41330948  2.8539248  ... -1.0048205  -0.4129477
  2.3731809 ]"
660,He can handle pressure well., He manages stress effectively.,"[-0.53534895  7.633768    0.9178607  ... -0.85912967  0.23826467
  3.962158  ]","[-0.23559818  7.6731277   0.97764856 ... -0.80062497  0.41484064
  3.2666066 ]"
661,She may get a promotion soon., She is in line for a promotion.,"[ 3.361441    6.4524055   3.7629452  ... -0.43273377 -2.0105088
  2.874522  ]","[ 0.59672433  3.1341665   3.9011998  ...  1.1607109  -1.0243702
  3.2806745 ]"
662,They may ask for a raise., They are planning to ask for a raise.,[-0.751366   4.171211   1.7325647 ... -0.7031352 -3.3695514  1.358926 ],"[-1.4148202   5.4389567   0.90302455 ... -0.39224547 -1.1716862
  1.2919422 ]"
663,We may need more information., More information is required.,[-2.4401252  4.656064   0.6511906 ... -1.2184123 -2.5168374  0.9600962],[-2.773919   4.867462   1.1429638 ... -1.3110175 -1.8473982  2.3908417]
664,The flight may be delayed., Flight delays are possible.,[ 1.7446285  1.3550444  1.2161493 ...  1.3100271 -4.8109818  2.5844493],"[ 0.8872016   0.03730333  0.2756568  ... -1.8782209  -3.0629077
  2.352878  ]"
665,It may be a difficult task., The task is expected to be difficult.,"[-2.9767776  -0.22614574  0.05171636 ...  0.05988565 -1.6328734
  2.1058815 ]","[-0.37683183  4.1928644   1.2430867  ...  0.04887339 -0.04985619
  3.053849  ]"
666,He can learn a new language quickly., He's a quick learner of languages.,[1.9740267 7.344702  1.0027399 ... 0.1464157 0.5932094 2.683871 ],"[ 2.0640485   4.6495705   0.86151814 ... -0.52144843  0.29200825
  2.383742  ]"
667,She may not like the new job., She might not enjoy the new job.,"[ 1.2411374   1.8296578  -0.40703833 ...  0.58061475 -5.2005644
  2.067834  ]","[ 0.43890584  0.9917354  -0.02473539 ...  0.09416126 -2.2755358
  0.6429121 ]"
668,They may have already left., They could have already left.,"[-1.327629    3.9924247   0.64132893 ...  0.5474271  -1.9162899
  1.6741053 ]","[-0.6322419   5.8403735   0.5471172  ...  0.26472428  0.31959674
  1.5784999 ]"
669,We may need a taxi., A taxi might be necessary.,"[ 0.18156213  3.2753944   1.5665584  ...  0.01073312 -4.0166125
  1.4605393 ]","[ 1.8134502   1.9955829   1.8624738  ... -0.22913599 -2.1941063
  1.6375328 ]"
670,The bus may be late., The bus could be late.,"[-0.7018514  -0.53099245  1.8796962  ...  0.26189026 -4.8196263
  0.15181752]","[-0.50523084  0.4421791   1.1807742  ...  0.14950599 -1.8176508
  0.9265545 ]"
671,He can speak Mandarin., He should learn Mandarin for his new job.,"[-1.1250032   7.8774652   1.4595319  ...  0.2872978  -0.77600265
  3.4846268 ]","[ 0.03432117  5.9327755   3.3844292  ... -1.7162386   0.2464051
  0.4733741 ]"
672,She may need glasses., She might need glasses.,"[-1.4296542   6.4176316   3.611061   ... -0.78992873 -2.869763
  2.5390158 ]",[-1.224588   6.6449585  3.5635452 ... -0.7302088 -1.756829   1.3021536]
673,They may go to the park later., They plan to go to the park later.,"[ 0.75651383  1.0635307   1.43712    ... -0.37658077 -2.0862741
  2.8480413 ]",[ 1.5654616  1.4636095  0.6235357 ... -1.2107995 -1.9963332  3.1239254]
674,We may order takeout tonight., We are considering ordering takeout tonight.,"[-1.206644    1.7171823   0.67336875 ...  0.00540182 -3.200165
  3.3062637 ]","[-1.8481328   0.46284118  0.4959352  ... -1.0089085  -1.8764887
  3.1295073 ]"
675,The dog may bark at the cat., The dog is likely to bark at the cat.,"[ 0.7231694   5.581871    1.5802413  ... -0.21584792 -0.9362246
  3.037096  ]","[-0.25898427  5.1873727   1.0308957  ... -0.2011077   0.81418467
  2.2501051 ]"
676,It may rain tomorrow morning., There's a chance of rain tomorrow morning.,"[ 0.46006143  3.3667133   3.424141   ... -0.21459763 -4.57822
  2.345331  ]",[-0.6029905  0.3069159  2.6905794 ... -0.05438   -2.1462088  1.8756667]
677,He can play the violin beautifully., He is a very talented violinist.,"[ 2.0664945   9.592275    0.44700593 ... -1.5234851  -1.3193167
  2.295121  ]","[ 6.6298169e-01  7.5920014e+00  9.0576786e-01 ...  5.0536841e-03
 -1.7885737e+00  3.6250637e+00]"
678,She may feel better after resting., She hopes to feel better after resting.,"[ 1.3349465   6.1433043   2.7598414  ... -0.6509991   0.30673048
  2.221533  ]","[ 1.1865071   7.2396145   2.018463   ... -0.11735928  1.7017004
  2.0455241 ]"
679,They may need more supplies for the project., They should order more supplies for the project.,[ 0.1388424  3.8500316  1.2389126 ... -1.1250955 -2.754352   1.5629462],"[ 0.11673778  4.6726413   0.47463953 ... -0.9142369  -1.5967488
  2.2491364 ]"
680,We may have to work late tonight., Working late tonight is a possibility.,"[-2.552333   -0.15674482  0.8995068  ... -0.34896713 -5.785351
  1.7738909 ]","[-2.190068   -2.2085187   1.4133383  ...  0.32242498  0.15762807
  1.0476363 ]"
681,The flowers may not bloom this year., The flowers might not bloom this year.,"[ 0.38413474  0.66309977 -1.3315825  ... -0.8372406  -5.8038445
  2.3499312 ]","[ 0.747114    0.93061256 -0.9479902  ... -0.20800948 -4.5998235
  2.6883152 ]"
682,It may be a cold winter., A cold winter is anticipated.,[-1.8454587 -3.4127693 -1.5508835 ... -1.0502325 -2.3609269  2.1260016],"[ 0.49086753 -0.91962886 -1.4455658  ... -1.5678211   0.4959747
  2.8545582 ]"
683,He can solve complex equations., He is capable of solving complex equations.,[ 1.0391527  7.9370594  0.7963975 ...  0.8886146 -1.1141895  3.3436496],"[ 1.2024273   8.798859    1.0740156  ...  0.3083874  -0.13396609
  2.213426  ]"
684,She may accept the job offer., She is considering accepting the job offer.,[ 2.2347836  7.512565   1.5030257 ...  0.5591877 -2.5957248  2.0332515],"[ 2.3489935   6.2351465   1.4430811  ... -0.20517656 -1.9994386
  2.838213  ]"
685,They may travel to Europe next summer., They are planning a trip to Europe next summer.,"[-0.21403082  2.6814888   2.1931586  ... -1.9992102  -0.63464206
  3.7250195 ]","[-0.10792454  1.7972647   1.9927247  ... -3.059157   -0.52070844
  2.844802  ]"
686,We may eat at that new restaurant., We are thinking of trying that new restaurant.,[-1.2181504 -1.786112   2.5849059 ...  0.3431853 -4.3481045  4.3517604],"[-2.0151258  -0.1074634  -0.26365227 ... -1.6627712  -4.013248
  1.6315551 ]"
687,The movie may be very long., The movie could be very long.,[-1.893144  -0.8238764  2.0669713 ... -1.3595287 -1.0885165  2.8530605],"[-0.5037445   0.35084838  1.452161   ... -1.5885955   0.7721906
  3.2745311 ]"
688,It may be a difficult decision., Making a decision will be difficult.,"[-3.651535   -0.3275228   0.16688013 ... -0.3081409  -1.5963066
  2.7258952 ]",[-2.1989465  3.954575   1.9945873 ... -0.8332942  1.3648679  2.5066986]
689,He can fix the broken washing machine., He is capable of repairing the washing machine.,"[ 3.5211437   9.09791    -0.5247202  ...  0.42236573 -0.6834529
  0.7999599 ]",[2.175658   8.722374   0.06608529 ... 0.9898938  0.09035432 0.9308746 ]
690,She may buy a new laptop soon., She is planning to purchase a new laptop soon.,[ 1.7430054  3.8425832  1.052839  ... -1.9256988 -3.6433754  1.6821094],"[ 0.59316146  3.410849    0.74046564 ... -2.3421097  -2.365942
  1.7239424 ]"
691,They may not be able to attend the meeting., Their attendance at the meeting is uncertain.,[-1.9081526  2.8330173 -0.750946  ...  0.7414236 -3.048225   3.6839721],"[-1.2515355  -0.9803415   0.15145278 ... -0.58206874 -1.0359063
  3.0552673 ]"
692,We may need to reschedule the appointment., Rescheduling the appointment might be necessary.,"[-1.939091    0.93351936 -0.74892014 ...  1.08911    -3.7453783
  1.4097917 ]","[ 0.2097233   1.3828496   0.1960444  ... -0.43334475  0.15838873
  1.3230306 ]"
693,The concert may be sold out already., The concert might be sold out already.,[-0.8260914 -1.9187236  1.0049522 ...  0.8285007 -4.4348006  1.6956626],"[-0.95288354 -1.5181495   1.1903875  ...  0.3578558  -3.0461028
  1.4630009 ]"
694,It may be a busy day today., A busy day is anticipated today.,"[-2.7522016  -3.4008467  -0.20515606 ... -0.973463   -1.0642923
  1.469836  ]",[-1.4346275 -4.8552256  1.8982092 ... -0.6522954  1.1958224  2.0911822]
695,He can speak multiple languages fluently., He is fluent in several languages.,"[-0.12581743  6.3005843   0.5985558  ... -1.0028744  -0.33257428
  4.703131  ]","[-0.11914883  5.2286305   1.4273489  ...  0.07028031 -0.06499718
  4.7000546 ]"
696,She may feel overwhelmed., She might feel overwhelmed.,"[-1.793917    4.163458    2.7879715  ... -0.36125416 -2.5705652
  2.1180522 ]",[-1.0808413  4.566267   2.628481  ... -0.7029332 -1.0417035  1.2215306]
697,They may need additional help., Additional help might be required.,[-0.243976   4.909174   1.1773524 ...  1.0581368 -1.3591086  1.7973495],"[ 0.8647781   3.8839052  -0.05440819 ...  0.19472031  0.35147285
  1.0869094 ]"
698,We may not be able to finish the project on time., We might miss the project deadline.,"[-1.3152939   0.63516116 -0.1452493  ... -1.1551045  -4.406133
  2.6906974 ]","[-0.80044526  0.98921126  0.03769391 ... -1.0845015  -1.6143439
  1.5733072 ]"
699,The store may have a sale this weekend., A sale this weekend is possible at the store.,"[-0.28980175 -3.7511415   3.8726332  ...  0.8839944  -5.0275207
  0.35715687]",[-1.0718137 -3.9524665  2.990985  ...  0.9387128 -2.2527876  2.0548868]
700,It may be a clear night., A clear night is anticipated.,[-1.9379637 -2.3600183  0.2972043 ... -0.6266064 -2.5334475  1.083891 ],"[ 0.8955944  -0.2823166   2.5846806  ... -1.7929469  -0.7980699
  0.33268884]"
701,He can play chess very well., He is highly skilled at chess.,"[ 4.38169     8.517922    1.9695901  ... -2.1053786  -0.41690952
  3.294463  ]","[ 2.3982008   7.666089    1.7488163  ...  0.25242192 -0.21710144
  3.3602376 ]"
702,She may get a raise., She is in line for a raise.,"[ 2.1931384   6.6523156   3.4587529  ...  0.11469445 -2.4770567
  2.9198759 ]","[ 0.14178614  3.9030085   3.6945324  ...  1.3430085  -1.3885171
  3.1072178 ]"
703,They may move to a new house soon., They are considering a move soon.,"[ 0.88760316  1.7598197   2.4362206  ... -0.6114741  -2.619955
  1.7898736 ]","[-0.31305104  2.0442426   1.5452349  ... -1.596659   -1.5325347
  1.9179344 ]"
704,We may want to take a vacation., Taking a vacation is a possibility.,"[-1.77898     3.6576948   0.53105307 ... -2.1378274  -0.91568786
  1.7844691 ]","[-0.67984617  1.0816338   1.5719912  ... -1.7292881   2.957834
  1.6538471 ]"
705,The weather may change suddenly., Sudden weather changes are possible.,"[-0.02701227  0.72957534  0.86162597 ... -2.0119236  -4.405533
  1.8800925 ]","[-1.5105457   1.694465    1.0768266  ... -0.6254392  -1.2869204
  0.22679189]"
