,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
631,He was elected to office.,She was elected to office.,"[-0.30482498  7.125067    2.8531802  ... -0.12705344  2.5725732
  3.721028  ]","[ 0.2635741   5.6528015   3.6225178  ... -0.17684706  0.40363872
  4.3133097 ]"
632,The mayor addressed the citizens.,The mayor addressed the citizens.,"[-0.6720016   3.5996315   0.22290312 ... -1.1129947  -2.470356
  3.4519665 ]","[-0.6720016   3.5996315   0.22290312 ... -1.1129947  -2.470356
  3.4519665 ]"
633,He served his constituents diligently.,She served her constituents diligently.,"[-1.7361541   6.0405717   2.8462431  ... -1.3752832   0.33295664
  3.0960677 ]","[-1.5558805e+00  4.6452961e+00  3.0144827e+00 ...  6.3737232e-04
 -1.4917288e+00  3.4744005e+00]"
634,The governor signed the bill into law.,The governor signed the bill into law.,[ 0.8625722  7.72023    1.4402382 ... -1.7937343  2.83389    0.5167372],[ 0.8625722  7.72023    1.4402382 ... -1.7937343  2.83389    0.5167372]
635,He enacted important legislation.,She enacted important legislation.,"[-0.26290688  8.490355    1.2501757  ... -2.3041577   3.7473023
  1.3985237 ]","[-0.15630186  6.2854743   0.5733735  ... -1.779031    2.3169906
  1.7457594 ]"
636,The president addressed the nation.,The president addressed the nation.,[-2.0311549  6.6752973 -1.0562496 ... -0.78055   -0.4099984  4.213721 ],[-2.0311549  6.6752973 -1.0562496 ... -0.78055   -0.4099984  4.213721 ]
637,He proposed new policies.,She proposed new policies.,"[-0.49606076  4.4142585  -1.2092505  ... -1.0072691   1.129001
  0.81781024]","[ 0.03769553  3.7298856  -0.7180165  ... -0.8477538  -0.17395322
  1.2442825 ]"
638,The diplomat negotiated a peace treaty.,The diplomat negotiated a peace treaty.,[ 1.2613926  7.7637677  1.3015972 ... -2.9917865  2.9901974  1.2521517],[ 1.2613926  7.7637677  1.3015972 ... -2.9917865  2.9901974  1.2521517]
639,He represented his country effectively.,She represented her country effectively.,"[ 0.06901626  8.43523     0.644949   ... -1.5305263  -0.6480416
  3.6231804 ]","[ 0.25165534  6.7866225   1.6006793  ... -1.2683247  -2.7219045
  4.212709  ]"
640,The ambassador promoted international relations.,The ambassador promoted international relations.,[ 1.2766318  7.1871047  1.9777699 ... -1.1487958  2.0841618  2.27753  ],[ 1.2766318  7.1871047  1.9777699 ... -1.1487958  2.0841618  2.27753  ]
641,He fostered cooperation between nations.,She fostered cooperation between nations.,"[ 1.3079499   7.408221    1.0235934  ... -1.1201392   1.7883205
  0.94546276]",[ 1.3190558  6.9603004  1.6010227 ... -0.8604854  1.02564    0.9329877]
642,The world leader advocated for global cooperation.,The world leader advocated for global cooperation.,"[-0.93552804  7.7798038  -0.13468114 ... -1.7432368   2.3939543
  1.6571524 ]","[-0.93552804  7.7798038  -0.13468114 ... -1.7432368   2.3939543
  1.6571524 ]"
643,The entrepreneur started a business.,The entrepreneur started a business.,"[ 0.73872644  0.8838442   2.3617404  ... -0.92653054 -1.5548992
  1.3504372 ]","[ 0.73872644  0.8838442   2.3617404  ... -0.92653054 -1.5548992
  1.3504372 ]"
644,He developed a successful product.,She developed a successful product.,"[ 1.289207    5.6574187  -0.16825815 ... -1.0964377   0.32643795
  0.37275752]","[ 1.2487711   4.692528    0.09439603 ... -0.8259161  -1.1119894
  0.78778285]"
645,The investor funded the startup.,The investor funded the startup.,[ 2.156386   2.3723114  2.2691143 ... -1.3060623 -2.800726   3.2131634],[ 2.156386   2.3723114  2.2691143 ... -1.3060623 -2.800726   3.2131634]
646,He secured a loan from the bank.,She secured a loan from the bank.,"[ 0.88092077  8.254668    3.0879843  ... -2.5996442   2.265311
  2.035742  ]","[ 1.1985166   7.5647593   3.7442102  ... -1.8908154   0.80479187
  1.7776707 ]"
647,The manager hired new employees.,The manager hired new employees.,[ 2.6488082  1.7164985  1.2234977 ... -0.9572169  0.7326462  2.7914922],[ 2.6488082  1.7164985  1.2234977 ... -0.9572169  0.7326462  2.7914922]
648,He delegated tasks effectively.,She delegated tasks effectively.,[ 1.6168783  3.9854355  2.0469015 ... -1.560862   3.7072608  2.8379297],"[ 2.156051    2.90408     2.4336452  ... -0.97255486  1.4469283
  3.2175794 ]"
649,The team worked collaboratively.,The team worked collaboratively.,"[ 0.29191953 -1.8381115   0.2090195  ... -1.9265236  -2.474317
  2.5471556 ]","[ 0.29191953 -1.8381115   0.2090195  ... -1.9265236  -2.474317
  2.5471556 ]"
650,He met the deadlines.,She met the deadlines.,"[ 1.3484304   5.581972    0.5704816  ... -0.01066976  0.15554829
  2.9924614 ]",[ 1.2980688  4.710255   0.4740376 ...  0.5409589 -1.2248821  2.9266906]
651,The company achieved its goals.,The company achieved its goals.,[ 2.024019   2.8819025  1.2526816 ... -1.0784507 -1.5990909  3.015825 ],[ 2.024019   2.8819025  1.2526816 ... -1.0784507 -1.5990909  3.015825 ]
652,He celebrated the success.,She celebrated the success.,"[-1.1682743   4.6105924  -1.3304994  ... -0.66497755 -0.6163994
  4.9664617 ]","[-1.392091    3.101728   -0.41997832 ... -0.27504486 -2.2546444
  4.666711  ]"
653,The CEO rewarded the employees.,The CEO rewarded the employees.,[ 1.8419418  6.7354736  1.9979506 ... -1.1345004  1.483157   4.3453727],[ 1.8419418  6.7354736  1.9979506 ... -1.1345004  1.483157   4.3453727]
654,The board of directors approved the budget.,The board of directors approved the budget.,"[-0.33799875  1.0638328   1.2139665  ... -2.2082758  -0.44142443
  2.8560076 ]","[-0.33799875  1.0638328   1.2139665  ... -2.2082758  -0.44142443
  2.8560076 ]"
655,He presented the financial report.,She presented the financial report.,"[-0.83162737  3.7192557   0.1286298  ... -0.76681805  0.6943509
  3.3194416 ]","[-0.62216014  2.9157743   0.7521169  ... -0.5544374  -1.2186737
  3.7378795 ]"
656,The accountant reviewed the figures.,The accountant reviewed the figures.,"[ 1.5010091   0.00592264  2.4983456  ... -3.5774858  -1.7528096
  1.9432497 ]","[ 1.5010091   0.00592264  2.4983456  ... -3.5774858  -1.7528096
  1.9432497 ]"
657,He analyzed the market trends.,She analyzed the market trends.,"[ 0.53112715 -0.26702997  1.107944   ... -0.40676546 -1.8283738
  3.254649  ]","[ 0.7020822  -0.8128328   1.323512   ... -0.20656776 -2.840902
  3.0893393 ]"
658,The marketing team launched a campaign.,The marketing team launched a campaign.,[-0.6368354 -1.4075643  1.3256387 ... -0.5728301 -3.1767392  3.3894851],[-0.6368354 -1.4075643  1.3256387 ... -0.5728301 -3.1767392  3.3894851]
659,He created an effective marketing strategy.,She created an effective marketing strategy.,"[ 0.6087723   4.1829786  -0.90439177 ... -2.4702113   1.1389607
  1.0101724 ]","[ 0.8054837   3.0807493  -0.25516853 ... -2.5866973  -0.36719513
  1.3323401 ]"
660,The sales team exceeded their quota.,The sales team exceeded their quota.,[ 2.0222616 -1.3235474  2.2279782 ... -2.942957  -2.8833373  3.5366178],[ 2.0222616 -1.3235474  2.2279782 ... -2.942957  -2.8833373  3.5366178]
661,He closed a major deal.,She closed a major deal.,[ 0.9812455  4.66045    1.1967664 ... -3.5177128  2.1474636  1.7206656],"[ 1.3359704   3.5109413   2.109788   ... -3.092698    0.42039847
  2.043659  ]"
662,The customer was satisfied.,The customer was satisfied.,"[ 3.9804127   4.161361    2.6923952  ... -0.84427416  1.0339857
  3.053176  ]","[ 3.9804127   4.161361    2.6923952  ... -0.84427416  1.0339857
  3.053176  ]"
663,He provided excellent customer service.,She provided excellent customer service.,"[ 0.72589654  3.506162    0.9741056  ... -1.9180384   3.702893
  1.3590655 ]","[ 0.83454543  3.1177762   1.4124627  ... -1.8245188   1.7364
  1.7101399 ]"
664,The company expanded its operations.,The company expanded its operations.,"[ 2.5579185  -1.3153212   3.1540442  ... -0.77748305 -4.008626
  2.1916344 ]","[ 2.5579185  -1.3153212   3.1540442  ... -0.77748305 -4.008626
  2.1916344 ]"
665,He opened new branches.,She opened new branches.,"[ 0.20066085  2.4045596   1.4153745  ... -0.1425678   0.77228343
  0.60362494]","[ 0.45659423  1.5608097   2.3237634  ...  0.35874957 -1.0522819
  0.97685003]"
666,The franchisee operated successfully.,The franchisee operated successfully.,[ 1.6201034 -1.7990011  2.248678  ... -1.5131506 -1.9823843  2.3327231],[ 1.6201034 -1.7990011  2.248678  ... -1.5131506 -1.9823843  2.3327231]
667,He hired qualified personnel.,She hired qualified personnel.,"[ 0.06854514  7.138135    1.8581749  ... -1.4804448   2.696836
  3.2371006 ]","[ 0.40755218  6.4052267   2.0472693  ... -0.78632057  1.1529385
  3.2538147 ]"
668,The HR manager conducted interviews.,The HR manager conducted interviews.,"[ 2.367522   -0.05144616  1.4359211  ... -1.2609897  -0.9802656
  0.90862966]","[ 2.367522   -0.05144616  1.4359211  ... -1.2609897  -0.9802656
  0.90862966]"
669,He trained the new employees.,She trained the new employees.,[ 0.9202872  5.573339   1.3463416 ... -1.0791343 -0.4931269  4.142181 ],[ 1.4252931  4.362553   1.5701722 ... -0.625756  -2.3827398  3.9525728]
670,The mentor guided the protégé.,The mentor guided the protégé.,"[ 2.26287     2.7678654   1.2026675  ... -1.4565893   0.52009946
  1.7498442 ]","[ 2.26287     2.7678654   1.2026675  ... -1.4565893   0.52009946
  1.7498442 ]"
671,He provided valuable advice.,She provided valuable advice.,[ 0.8724573  5.770035   1.5706011 ... -1.0957307  3.724427   1.0405414],[ 1.1590526  5.097087   2.0970533 ... -1.027599   1.8098633  1.0041986]
672,The supervisor offered feedback.,The supervisor offered feedback.,[ 3.384069   3.1872487  2.3792126 ... -1.4069949  1.7992792  0.9781087],[ 3.384069   3.1872487  2.3792126 ... -1.4069949  1.7992792  0.9781087]
673,He assessed employee performance.,She assessed employee performance.,"[ 1.968996    1.2956398   2.1350029  ... -3.0512886  -0.42535734
  2.280981  ]",[ 1.9333073  0.5765737  2.1721191 ... -2.4938366 -1.3761551  2.0985634]
674,The team leader motivated the group.,The team leader motivated the group.,"[ 2.2281923   1.1325282   0.6016461  ... -0.48055866 -0.4348651
  3.8806152 ]","[ 2.2281923   1.1325282   0.6016461  ... -0.48055866 -0.4348651
  3.8806152 ]"
675,He resolved conflicts effectively.,She resolved conflicts effectively.,[ 1.7315727  7.88088   -0.6533915 ... -1.5987718  0.9884125  4.1505713],"[ 1.784495    7.0919676   0.10825686 ... -1.5582331  -0.98756856
  4.136418  ]"
676,The mediator facilitated a resolution.,The mediator facilitated a resolution.,"[ 2.5918188   1.2248058  -0.07807206 ... -0.56096375  0.28720182
  1.8806019 ]","[ 2.5918188   1.2248058  -0.07807206 ... -0.56096375  0.28720182
  1.8806019 ]"
677,He negotiated a contract.,She negotiated a contract.,"[ 1.1988914   4.4431906   2.3637128  ... -1.530566    0.23045626
  1.9686711 ]",[ 1.1114379  4.0623713  2.561107  ... -1.3135793 -0.5545395  1.7394626]
678,The lawyer reviewed the documents.,The lawyer reviewed the documents.,"[ 0.69920015  2.5850303   0.8561897  ... -1.944367    0.17284465
  2.3093932 ]","[ 0.69920015  2.5850303   0.8561897  ... -1.944367    0.17284465
  2.3093932 ]"
679,He drafted a legal agreement.,She drafted a legal agreement.,"[ 0.14551748  4.322968   -0.44937405 ... -2.4556038   3.9340553
  2.7957745 ]","[ 0.25639567  3.3008707  -0.31004685 ... -2.2862985   1.8870296
  2.1359494 ]"
680,The judge oversaw the proceedings.,The judge oversaw the proceedings.,"[-0.00510614  0.8031727   1.3211373  ...  1.7442605   0.5131479
  4.5315757 ]","[-0.00510614  0.8031727   1.3211373  ...  1.7442605   0.5131479
  4.5315757 ]"
681,He ruled in favor of the plaintiff.,She ruled in favor of the plaintiff.,"[-0.8879026   7.9695244  -0.60078526 ... -2.0869417   4.072192
  3.3353853 ]","[-0.26205564  6.9625096  -0.5994441  ... -1.8657835   2.887184
  3.1511743 ]"
682,The jury deliberated the case.,The jury deliberated the case.,[-1.5132    -1.1512786  2.178749  ...  1.4904597 -2.9004724  7.0056295],[-1.5132    -1.1512786  2.178749  ...  1.4904597 -2.9004724  7.0056295]
683,He reached a verdict.,She reached a verdict.,[2.0655277 4.2038574 1.115525  ... 0.9867371 2.197754  3.8886657],[2.1718903 3.471402  1.471627  ... 1.3817079 0.9353584 3.6905684]
684,The defendant was found innocent.,The defendant was found innocent.,"[-0.8161509   5.673769    1.7119328  ... -0.17939778  2.5470116
  1.8451895 ]","[-0.8161509   5.673769    1.7119328  ... -0.17939778  2.5470116
  1.8451895 ]"
685,He appealed the decision.,She appealed the decision.,"[ 1.0228548   5.8014994   0.19149134 ... -1.4882687  -0.8087615
  1.9117882 ]",[ 1.0945107  5.413014   0.4981535 ... -1.4011132 -1.1776121  1.566842 ]
686,The appellate court reviewed the case.,The appellate court reviewed the case.,"[ 2.554559    0.14894985  1.7644941  ... -0.9642571   0.5025397
  2.122987  ]","[ 2.554559    0.14894985  1.7644941  ... -0.9642571   0.5025397
  2.122987  ]"
687,He upheld the ruling.,She upheld the ruling.,"[-0.06681874  7.255933    0.9028381  ... -0.25419816  1.9790809
  2.0554407 ]","[-5.3191185e-04  7.3152223e+00  9.9818295e-01 ... -8.9470707e-02
  1.4138205e+00  1.7669998e+00]"
688,The justice system ensured fairness.,The justice system ensured fairness.,"[ 0.29548836  6.145851    0.97296613 ... -1.1831392   1.875549
  2.568352  ]","[ 0.29548836  6.145851    0.97296613 ... -1.1831392   1.875549
  2.568352  ]"
689,He provided legal representation.,She provided legal representation.,[-2.0946057  5.981038   1.2702439 ...  0.2187104  3.746409   2.714951 ],"[-1.8353277   5.3959274   1.7614924  ...  0.45398855  2.1700282
  2.7676811 ]"
690,The public defender defended the accused.,The public defender defended the accused.,"[ 1.3279546   6.3365245   0.1385486  ... -1.2803661  -0.13717769
  1.7855226 ]","[ 1.3279546   6.3365245   0.1385486  ... -1.2803661  -0.13717769
  1.7855226 ]"
691,He investigated the allegations.,She investigated the allegations.,"[-0.53433806  3.9855435   1.7317765  ... -0.58440876 -2.352715
  3.658596  ]","[-0.06354241  3.2952645   1.9055363  ... -0.4247903  -3.1682174
  3.4226017 ]"
692,The investigator gathered evidence.,The investigator gathered evidence.,"[ 2.8716586   2.467879    2.466296   ... -0.31645125  2.0719676
  2.57691   ]","[ 2.8716586   2.467879    2.466296   ... -0.31645125  2.0719676
  2.57691   ]"
693,He interviewed witnesses.,She interviewed witnesses.,"[-0.09368461  3.0838528   2.4419434  ... -1.1334176  -1.2472554
  3.367918  ]","[ 0.32393104  2.5418005   2.5827029  ... -0.7298302  -2.8541248
  3.3346364 ]"
694,The detective solved the crime.,The detective solved the crime.,"[ 4.2951274   3.398384    1.1035026  ...  0.87388134 -0.13383238
  1.607976  ]","[ 4.2951274   3.398384    1.1035026  ...  0.87388134 -0.13383238
  1.607976  ]"
695,He apprehended the suspect.,She apprehended the suspect.,[ 1.4176941  5.9423842  1.2956791 ... -0.5635455  2.3683589  2.7389908],"[ 1.5233847   4.8099127   1.2297881  ... -0.1053103   0.98590845
  2.3975537 ]"
696,The police officer made an arrest.,The police officer made an arrest.,[ 2.3361828  6.3382425  0.8608097 ... -2.8635929  1.6828128  1.4129298],[ 2.3361828  6.3382425  0.8608097 ... -2.8635929  1.6828128  1.4129298]
697,He filed charges.,She filed charges.,[2.0543242  7.573094   2.0277991  ... 0.37979615 1.4500275  2.983862  ],"[ 1.9841003   6.7126713   2.3653243  ...  0.7796338  -0.20899099
  3.044842  ]"
698,The prosecutor presented the case.,The prosecutor presented the case.,[1.4254389  3.4606812  0.77979064 ... 1.2045125  0.13182144 3.3435934 ],[1.4254389  3.4606812  0.77979064 ... 1.2045125  0.13182144 3.3435934 ]
699,He cross-examined the witness.,She cross-examined the witness.,"[-0.86394775  3.8057654   2.0740452  ...  0.06038922  0.58802235
  1.7426362 ]","[-0.6245391   3.2804675   2.500844   ...  0.16129893 -0.34107348
  1.4802856 ]"
700,The defense attorney refuted the claims.,The defense attorney refuted the claims.,"[ 1.948556    5.9802823  -0.19565481 ...  0.26993334  0.54255414
  2.494733  ]","[ 1.948556    5.9802823  -0.19565481 ...  0.26993334  0.54255414
  2.494733  ]"
701,He delivered a closing argument.,She delivered a closing argument.,[-0.6354998  5.1881967 -1.299105  ...  0.4033468  2.348142   3.0101779],"[-0.4456477   4.5686407  -0.68778056 ...  0.6101548   0.83109015
  3.6209967 ]"
702,The jury foreman read the verdict.,The jury foreman read the verdict.,"[-0.30183312  2.196853    1.1038712  ...  1.6089927   0.20297682
  3.5314128 ]","[-0.30183312  2.196853    1.1038712  ...  1.6089927   0.20297682
  3.5314128 ]"
703,The chef prepared a delicious meal.,The chef prepared a delicious meal.,"[-1.1458967   0.6135203   0.31180376 ... -0.58300024 -1.2669419
  0.98131835]","[-1.1458967   0.6135203   0.31180376 ... -0.58300024 -1.2669419
  0.98131835]"
704,He created a culinary masterpiece.,She created a culinary masterpiece.,"[-1.557762    2.6418931  -0.70345694 ... -1.2486744   1.4876853
  2.1131616 ]","[-1.2338924   1.620676   -0.17868727 ... -1.3352271   0.0976606
  2.4541366 ]"
705,The waiter served the food promptly.,The waitress served the food promptly.,[ 2.0195284  3.6244242  3.1179006 ... -1.0650204  1.7710887  1.5933391],"[ 1.2951695   3.6681542   2.8335383  ... -0.35186216  0.80288833
  2.435086  ]"
706,He took the order accurately.,She took the order accurately.,"[ 0.8254332   4.6988716   0.24536808 ... -0.6072555   2.423082
  3.3029273 ]","[ 1.0770154   4.1005898   0.54618376 ... -0.39739296  0.7981929
  3.087919  ]"
707,The bartender mixed a perfect cocktail.,The bartender mixed a perfect cocktail.,[-2.3056066  2.6566138  2.9604735 ... -2.5217228  3.1917481  4.058892 ],[-2.3056066  2.6566138  2.9604735 ... -2.5217228  3.1917481  4.058892 ]
